Especie,Breed,Age (Years),Weight (kg),Gender
Cachorro,Vizsla,12,27.3,Male
Cachorro,Doberman Pinscher,1,37.1,Male
Cachorro,Bloodhound,8,47.2,Male
Cachorro,Australian Shepherd,3,31.6,Male
Cachorro,German Shepherd,8,28.9,Female
Cachorro,Australian Shepherd,6,28.5,Male
Cachorro,Belgian Malinois,14,29.4,Male
Cachorro,Pomeranian,5,2.5,Female
Cachorro,Samoyed,1,25.1,Female
Cachorro,Doberman Pinscher,8,35.2,Male
Cachorro,Airedale Terrier,10,20.3,Female
Cachorro,Dogo Argentino,9,42.0,Male
Cachorro,Pomeranian,2,2.8,Male
Cachorro,Shih Tzu,4,5.2,Female
Cachorro,Whippet,3,14.1,Male
Cachorro,Jack Russell Terrier,13,7.2,Male
Cachorro,Golden Retriever,3,28.4,Female
Cachorro,Pembroke Welsh Corgi,6,11.5,Female
Cachorro,Boxer,8,28.0,Female
Cachorro,Whippet,2,17.5,Male
Cachorro,Basenji,6,9.8,Female
Cachorro,Chinese Shar-Pei,4,28.4,Male
Cachorro,Jack Russell Terrier,10,7.5,Male
Cachorro,Bulldog,6,20.4,Female
Cachorro,Dachshund,12,13.0,Male
Cachorro,Rottweiler,7,36.6,Female
Cachorro,Beagle,14,11.6,Male
Cachorro,Airedale Terrier,4,22.4,Female
Cachorro,Yorkshire Terrier,7,2.7,Female
Cachorro,Yorkshire Terrier,8,2.9,Male
Cachorro,Yorkshire Terrier,6,2.1,Female
Cachorro,Airedale Terrier,13,22.8,Female
Cachorro,Vizsla,7,21.4,Female
Cachorro,Miniature Schnauzer,13,8.3,Male
Cachorro,Golden Retriever,11,33.0,Male
Cachorro,Poodle,13,24.6,Female
Cachorro,Pekingese,10,4.3,Female
Cachorro,Vizsla,10,25.7,Male
Cachorro,Weimaraner,6,34.6,Male
Cachorro,West Highland White Terrier,8,9.6,Male
Cachorro,Pekingese,6,5.9,Male
Cachorro,Bichon Frise,4,6.0,Female
Cachorro,Doberman Pinscher,11,37.6,Male
Cachorro,Pembroke Welsh Corgi,14,11.5,Male
Cachorro,Rottweiler,11,46.1,Male
Cachorro,Yorkshire Terrier,11,2.6,Male
Cachorro,Maltese,4,3.6,Male
Cachorro,French Bulldog,5,12.8,Male
Cachorro,Lhasa Apso,1,6.0,Female
Cachorro,Pembroke Welsh Corgi,2,12.0,Male
Cachorro,Whippet,4,14.3,Male
Cachorro,Australian Shepherd,10,25.1,Male
Cachorro,French Bulldog,13,12.4,Male
Cachorro,Weimaraner,13,28.7,Female
Cachorro,Bull Terrier,4,30.0,Female
Cachorro,Shetland Sheepdog,4,11.2,Male
Cachorro,Pekingese,9,4.5,Male
Cachorro,Dogo Argentino,11,42.5,Male
Cachorro,French Bulldog,9,11.1,Female
Cachorro,Pembroke Welsh Corgi,4,12.4,Male
Cachorro,Australian Shepherd,9,22.1,Male
Cachorro,Samoyed,14,29.3,Male
Cachorro,Border Collie,14,19.4,Male
Cachorro,Australian Shepherd,14,27.0,Male
Cachorro,Chesapeake Bay Retriever,10,28.9,Female
Cachorro,Pembroke Welsh Corgi,13,10.6,Female
Cachorro,Poodle,5,26.4,Female
Cachorro,Cavalier King Charles Spaniel,1,7.0,Male
Cachorro,Bulldog,14,18.2,Female
Cachorro,Shiba Inu,11,9.3,Female
Cachorro,Vizsla,7,26.2,Female
Cachorro,Alaskan Malamute,12,42.0,Male
Cachorro,Samoyed,13,18.5,Female
Cachorro,Pekingese,9,4.3,Male
Cachorro,Bichon Frise,7,6.8,Female
Cachorro,Bull Terrier,4,31.7,Female
Cachorro,Bichon Frise,13,7.1,Male
Cachorro,Pekingese,14,5.7,Male
Cachorro,Yorkshire Terrier,9,2.4,Female
Cachorro,Pembroke Welsh Corgi,12,11.1,Female
Cachorro,Chesapeake Bay Retriever,3,29.7,Male
Cachorro,Chihuahua,9,2.1,Male
Cachorro,Bloodhound,9,43.0,Male
Cachorro,Pembroke Welsh Corgi,9,13.6,Male
Cachorro,Dachshund,13,7.8,Female
Cachorro,Bernese Mountain Dog,3,41.9,Male
Cachorro,Shiba Inu,6,9.1,Female
Cachorro,Whippet,11,14.9,Male
Cachorro,Basenji,7,9.2,Female
Cachorro,Beagle,6,10.8,Female
Cachorro,Cavalier King Charles Spaniel,9,5.7,Female
Cachorro,Pomeranian,6,2.3,Female
Cachorro,Pembroke Welsh Corgi,9,12.4,Female
Cachorro,Saint Bernard,3,70.7,Male
Cachorro,Boston Terrier,12,10.7,Male
Cachorro,Bulldog,1,24.6,Male
Cachorro,Bulldog,3,24.2,Male
Cachorro,Rottweiler,13,45.3,Female
Cachorro,Papillon,11,3.3,Female
Cachorro,Pekingese,12,5.7,Male
Cachorro,Bichon Frise,1,6.3,Female
Cachorro,Jack Russell Terrier,14,6.7,Male
Cachorro,Cocker Spaniel,3,14.4,Male
Cachorro,Basenji,10,10.5,Male
Cachorro,Border Collie,1,18.9,Male
Cachorro,Border Collie,9,16.8,Male
Cachorro,Boxer,10,27.5,Male
Cachorro,Whippet,1,16.5,Male
Cachorro,Schnauzer,5,18.1,Male
Cachorro,Cavalier King Charles Spaniel,5,6.9,Male
Cachorro,Doberman Pinscher,4,37.3,Male
Cachorro,Rottweiler,6,39.1,Female
Cachorro,Chinese Shar-Pei,12,22.1,Female
Cachorro,Saint Bernard,3,75.8,Male
Cachorro,Boxer,11,31.9,Male
Cachorro,Great Dane,5,65.8,Male
Cachorro,Jack Russell Terrier,1,6.4,Female
Cachorro,Lhasa Apso,14,5.6,Female
Cachorro,Rottweiler,6,52.6,Male
Cachorro,Dogo Argentino,10,41.7,Male
Cachorro,French Bulldog,6,10.1,Female
Cachorro,Rottweiler,13,59.2,Male
Cachorro,Yorkshire Terrier,12,2.6,Male
Cachorro,Vizsla,8,28.0,Male
Cachorro,Poodle,12,20.2,Female
Cachorro,Chesapeake Bay Retriever,12,30.7,Male
Cachorro,Great Dane,14,58.6,Female
Cachorro,Irish Setter,8,27.0,Male
Cachorro,Bloodhound,14,41.6,Female
Cachorro,Rottweiler,2,46.0,Female
Cachorro,Yorkshire Terrier,12,2.6,Female
Cachorro,German Shepherd,12,28.0,Female
Cachorro,Golden Retriever,3,28.5,Female
Cachorro,Pug,9,6.5,Female
Cachorro,Golden Retriever,14,28.4,Male
Cachorro,Pembroke Welsh Corgi,8,10.3,Female
Cachorro,Schnauzer,9,18.7,Male
Cachorro,Dachshund,2,15.0,Male
Cachorro,Boston Terrier,4,7.2,Male
Cachorro,Weimaraner,3,35.7,Male
Cachorro,Chihuahua,9,2.8,Male
Cachorro,Papillon,8,3.6,Female
Cachorro,Rottweiler,2,43.9,Female
Cachorro,Pekingese,11,4.4,Female
Cachorro,Poodle,12,25.4,Female
Cachorro,Chihuahua,10,2.9,Male
Cachorro,Whippet,14,11.6,Female
Cachorro,Irish Setter,7,31.6,Male
Cachorro,Australian Shepherd,11,21.9,Male
Cachorro,Chinese Shar-Pei,1,28.7,Male
Cachorro,Shiba Inu,13,8.1,Female
Cachorro,Havanese,9,3.4,Female
Cachorro,Bichon Frise,5,6.1,Male
Cachorro,Beagle,7,12.2,Male
Cachorro,Boxer,7,26.5,Female
Cachorro,German Shepherd,2,30.2,Male
Cachorro,Pembroke Welsh Corgi,11,12.6,Male
Cachorro,Havanese,11,3.8,Female
Cachorro,Beagle,11,11.5,Female
Cachorro,Basenji,4,10.2,Female
Cachorro,Weimaraner,1,31.4,Female
Cachorro,Siberian Husky,13,16.9,Female
Cachorro,Saint Bernard,12,61.7,Female
Cachorro,Poodle,8,27.1,Female
Cachorro,Siberian Husky,2,16.6,Female
Cachorro,Miniature Schnauzer,8,6.1,Female
Cachorro,Labrador Retriever,2,31.7,Female
Cachorro,German Shepherd,6,33.1,Female
Cachorro,Boston Terrier,6,8.7,Male
Cachorro,Shih Tzu,12,6.5,Male
Cachorro,Border Collie,7,14.4,Female
Cachorro,Lhasa Apso,14,7.5,Male
Cachorro,Alaskan Malamute,8,37.3,Male
Cachorro,Shetland Sheepdog,13,8.7,Male
Cachorro,Chihuahua,10,2.6,Male
Cachorro,Shih Tzu,14,5.6,Male
Cachorro,Basenji,14,9.9,Female
Cachorro,French Bulldog,14,10.9,Male
Cachorro,Belgian Malinois,8,28.4,Female
Cachorro,Doberman Pinscher,9,36.6,Female
Cachorro,Poodle,10,23.8,Female
Cachorro,Border Collie,5,16.0,Female
Cachorro,Bichon Frise,6,6.6,Male
Cachorro,Alaskan Malamute,9,40.0,Male
Cachorro,Samoyed,12,22.7,Male
Cachorro,Belgian Malinois,7,34.4,Male
Cachorro,Shih Tzu,13,5.7,Female
Cachorro,Samoyed,9,24.2,Female
Cachorro,Lhasa Apso,6,7.8,Male
Cachorro,Doberman Pinscher,9,44.5,Male
Cachorro,Pomeranian,9,2.5,Male
Cachorro,Schnauzer,5,17.6,Female
Cachorro,Bernese Mountain Dog,6,39.4,Female
Cachorro,Great Dane,3,73.1,Male
Cachorro,Shih Tzu,2,5.2,Female
Cachorro,Rottweiler,11,49.3,Male
Cachorro,Border Collie,14,16.3,Male
Cachorro,Doberman Pinscher,2,29.8,Female
Cachorro,Bulldog,8,18.4,Female
Cachorro,Alaskan Malamute,13,36.9,Female
Cachorro,Jack Russell Terrier,10,7.2,Female
Cachorro,Cavalier King Charles Spaniel,14,6.2,Female
Cachorro,Great Dane,13,60.2,Female
Cachorro,Yorkshire Terrier,8,2.3,Female
Cachorro,Bichon Frise,1,5.9,Female
Cachorro,Beagle,7,9.7,Female
Cachorro,Rottweiler,4,48.4,Female
Cachorro,Dogo Argentino,3,39.8,Male
Cachorro,Border Collie,11,18.5,Male
Cachorro,Pembroke Welsh Corgi,13,13.4,Male
Cachorro,Vizsla,2,27.2,Male
Cachorro,Pekingese,2,5.0,Female
Cachorro,Rottweiler,12,48.5,Male
Cachorro,Boston Terrier,1,8.4,Female
Cachorro,Pekingese,8,4.7,Female
Cachorro,Great Dane,10,84.1,Male
Cachorro,Havanese,8,4.3,Female
Cachorro,Boxer,10,28.9,Female
Cachorro,Labrador Retriever,14,32.1,Female
Cachorro,Bloodhound,1,44.7,Male
Cachorro,Cocker Spaniel,4,11.9,Female
Cachorro,Rottweiler,10,55.8,Male
Cachorro,Whippet,7,13.4,Female
Cachorro,French Bulldog,9,12.8,Male
Cachorro,Cavalier King Charles Spaniel,2,5.8,Female
Cachorro,Vizsla,12,27.2,Male
Cachorro,Belgian Malinois,11,19.2,Female
Cachorro,Poodle,5,21.8,Female
Cachorro,Pug,6,7.1,Female
Cachorro,Border Collie,5,16.9,Male
Cachorro,Schnauzer,13,17.6,Male
Cachorro,Beagle,13,11.5,Male
Cachorro,Bernese Mountain Dog,11,38.4,Female
Cachorro,Pembroke Welsh Corgi,3,13.5,Male
Cachorro,Doberman Pinscher,11,43.8,Male
Cachorro,Schnauzer,11,16.4,Male
Cachorro,Schnauzer,7,18.3,Male
Cachorro,Boston Terrier,4,8.9,Male
Cachorro,Border Collie,10,15.2,Female
Cachorro,Bull Terrier,3,32.3,Male
Cachorro,Dogo Argentino,3,37.6,Female
Cachorro,Whippet,4,16.3,Male
Cachorro,Dachshund,1,10.0,Female
Cachorro,Bloodhound,12,45.5,Male
Cachorro,Bulldog,1,20.1,Female
Cachorro,Bull Terrier,7,36.1,Male
Cachorro,Australian Shepherd,5,29.4,Male
Cachorro,Shih Tzu,4,4.7,Female
Cachorro,Saint Bernard,13,73.2,Female
Cachorro,Bloodhound,1,43.8,Female
Cachorro,Pembroke Welsh Corgi,12,11.8,Male
Cachorro,Bull Terrier,1,28.1,Female
Cachorro,Pembroke Welsh Corgi,9,12.1,Male
Cachorro,Lhasa Apso,13,7.5,Male
Cachorro,Weimaraner,9,32.6,Male
Cachorro,Miniature Schnauzer,10,8.1,Male
Cachorro,Pembroke Welsh Corgi,3,10.7,Female
Cachorro,Chinese Shar-Pei,12,22.0,Female
Cachorro,Akita,5,58.1,Male
Cachorro,Pug,11,6.5,Female
Cachorro,Great Dane,5,86.4,Male
Cachorro,Boxer,10,29.5,Female
Cachorro,Vizsla,14,29.2,Male
Cachorro,Yorkshire Terrier,11,2.1,Female
Cachorro,Doberman Pinscher,12,42.9,Male
Cachorro,Lhasa Apso,14,5.1,Female
Cachorro,Airedale Terrier,9,21.6,Female
Cachorro,Great Dane,6,86.2,Male
Cachorro,Bernese Mountain Dog,9,48.0,Male
Cachorro,Cavalier King Charles Spaniel,3,7.1,Male
Cachorro,Vizsla,13,26.0,Male
Cachorro,Cavalier King Charles Spaniel,7,6.6,Female
Cachorro,Miniature Schnauzer,7,8.2,Male
Cachorro,Siberian Husky,12,19.3,Female
Cachorro,German Shepherd,1,32.4,Female
Cachorro,Bichon Frise,11,6.5,Male
Cachorro,Dachshund,11,7.9,Female
Cachorro,French Bulldog,2,11.8,Male
Cachorro,Pug,6,7.3,Female
Cachorro,Bichon Frise,4,5.5,Female
Cachorro,Beagle,4,11.6,Male
Cachorro,Labrador Retriever,5,26.0,Female
Cachorro,Rottweiler,13,49.0,Female
Cachorro,Bernese Mountain Dog,11,41.9,Male
Cachorro,French Bulldog,2,11.4,Male
Cachorro,Papillon,3,4.5,Male
Cachorro,Weimaraner,5,25.1,Female
Cachorro,Airedale Terrier,9,22.6,Female
Cachorro,Shetland Sheepdog,2,8.0,Female
Cachorro,Rottweiler,14,56.9,Male
Cachorro,Yorkshire Terrier,4,2.3,Female
Cachorro,Jack Russell Terrier,1,6.5,Female
Cachorro,Bloodhound,8,37.5,Female
Cachorro,West Highland White Terrier,9,9.3,Male
Cachorro,Chesapeake Bay Retriever,14,34.5,Male
Cachorro,Weimaraner,12,31.6,Male
Cachorro,Bulldog,14,22.2,Male
Cachorro,Bichon Frise,3,6.7,Female
Cachorro,Shih Tzu,2,4.0,Female
Cachorro,Shih Tzu,7,4.6,Female
Cachorro,Belgian Malinois,9,30.8,Male
Cachorro,Yorkshire Terrier,14,2.7,Male
Cachorro,Beagle,14,9.9,Female
Cachorro,Cavalier King Charles Spaniel,3,5.9,Female
Cachorro,Siberian Husky,12,17.3,Female
Cachorro,Akita,11,41.3,Female
Cachorro,French Bulldog,9,10.3,Female
Cachorro,Basenji,2,10.4,Male
Cachorro,Pug,8,6.8,Male
Cachorro,Poodle,10,30.8,Male
Cachorro,Basenji,12,9.9,Male
Cachorro,Pekingese,11,4.7,Female
Cachorro,Dogo Argentino,5,40.8,Male
Cachorro,Pomeranian,10,3.2,Male
Cachorro,Vizsla,5,21.3,Female
Cachorro,Havanese,11,4.4,Male
Cachorro,Weimaraner,3,29.8,Female
Cachorro,Alaskan Malamute,5,34.2,Female
Cachorro,Akita,8,36.0,Female
Cachorro,Beagle,4,11.4,Female
Cachorro,Beagle,5,13.5,Male
Cachorro,Maltese,8,3.1,Female
Cachorro,Siberian Husky,1,26.2,Male
Cachorro,Doberman Pinscher,5,36.3,Female
Cachorro,Schnauzer,5,19.5,Male
Cachorro,Lhasa Apso,12,6.4,Female
Cachorro,Vizsla,9,27.9,Male
Cachorro,Labrador Retriever,11,28.8,Female
Cachorro,Dachshund,8,13.2,Male
Cachorro,Rottweiler,9,58.7,Male
Cachorro,Airedale Terrier,13,19.7,Female
Cachorro,Bulldog,6,21.9,Male
Cachorro,Schnauzer,11,14.3,Female
Cachorro,Dachshund,7,11.9,Female
Cachorro,Pekingese,12,5.2,Male
Cachorro,Chesapeake Bay Retriever,3,29.8,Female
Cachorro,Belgian Malinois,12,27.8,Female
Cachorro,Lhasa Apso,13,8.0,Male
Cachorro,Shih Tzu,9,5.5,Male
Cachorro,Cocker Spaniel,9,13.8,Male
Cachorro,Belgian Malinois,9,34.7,Male
Cachorro,Siberian Husky,14,16.3,Female
Cachorro,Airedale Terrier,1,27.4,Male
Cachorro,Chinese Shar-Pei,1,25.0,Male
Cachorro,Alaskan Malamute,2,40.9,Male
Cachorro,Pug,13,7.4,Male
Cachorro,Whippet,1,12.4,Female
Cachorro,Vizsla,6,20.9,Female
Cachorro,Chihuahua,9,1.6,Female
Cachorro,Weimaraner,12,31.3,Male
Cachorro,Whippet,13,14.3,Female
Cachorro,Bulldog,4,19.6,Female
Cachorro,Whippet,1,12.1,Female
Cachorro,Jack Russell Terrier,13,6.9,Female
Cachorro,Labrador Retriever,5,33.8,Male
Cachorro,Rottweiler,13,43.8,Female
Cachorro,Vizsla,3,26.1,Female
Cachorro,Pembroke Welsh Corgi,2,11.0,Female
Cachorro,Airedale Terrier,10,27.9,Male
Cachorro,Poodle,9,20.6,Female
Cachorro,Basenji,10,10.0,Female
Cachorro,Irish Setter,5,29.1,Female
Cachorro,Pug,11,7.1,Female
Cachorro,Pug,2,7.5,Male
Cachorro,Dachshund,7,10.3,Female
Cachorro,Poodle,2,22.8,Female
Cachorro,Havanese,3,4.3,Female
Cachorro,Jack Russell Terrier,4,7.7,Male
Cachorro,French Bulldog,1,11.2,Female
Cachorro,Bloodhound,5,40.5,Female
Cachorro,Lhasa Apso,6,5.1,Female
Cachorro,Miniature Schnauzer,11,6.5,Female
Cachorro,Cavalier King Charles Spaniel,4,5.2,Female
Cachorro,Pug,14,7.0,Male
Cachorro,Schnauzer,9,15.3,Female
Cachorro,West Highland White Terrier,8,9.3,Male
Cachorro,Jack Russell Terrier,12,6.9,Male
Cachorro,Shetland Sheepdog,9,8.7,Male
Cachorro,Chesapeake Bay Retriever,10,29.2,Male
Cachorro,Dachshund,11,11.5,Female
Cachorro,Airedale Terrier,9,27.0,Male
Cachorro,Schnauzer,11,14.2,Female
Cachorro,Cocker Spaniel,3,9.1,Female
Cachorro,Golden Retriever,6,28.3,Female
Cachorro,Cocker Spaniel,4,11.9,Male
Cachorro,Schnauzer,8,16.3,Female
Cachorro,Whippet,13,13.3,Female
Cachorro,Cocker Spaniel,7,12.3,Female
Cachorro,Bull Terrier,4,25.0,Female
Cachorro,Bull Terrier,6,29.1,Female
Cachorro,Chesapeake Bay Retriever,12,25.4,Female
Cachorro,Airedale Terrier,13,25.2,Female
Cachorro,Papillon,6,3.8,Female
Cachorro,Airedale Terrier,5,27.3,Male
Cachorro,Cavalier King Charles Spaniel,4,7.0,Male
Cachorro,Bull Terrier,3,24.3,Female
Cachorro,Siberian Husky,2,21.8,Female
Cachorro,Pug,13,7.0,Female
Cachorro,Pug,10,6.3,Female
Cachorro,Beagle,7,12.2,Male
Cachorro,Bulldog,11,20.1,Female
Cachorro,Samoyed,13,23.5,Female
Cachorro,Boston Terrier,1,9.8,Male
Cachorro,Cavalier King Charles Spaniel,1,6.3,Female
Cachorro,Siberian Husky,7,24.5,Male
Cachorro,Dogo Argentino,4,40.3,Male
Cachorro,Chesapeake Bay Retriever,10,31.5,Male
Cachorro,Border Collie,9,12.2,Female
Cachorro,Miniature Schnauzer,4,7.0,Female
Cachorro,Beagle,12,12.2,Male
Cachorro,Golden Retriever,4,30.7,Male
Cachorro,Border Collie,14,13.3,Female
Cachorro,Irish Setter,11,27.9,Male
Cachorro,Bernese Mountain Dog,8,46.6,Male
Cachorro,Shih Tzu,10,5.6,Male
Cachorro,Bichon Frise,5,5.1,Female
Cachorro,Vizsla,12,28.5,Male
Cachorro,Samoyed,13,24.3,Male
Cachorro,Shetland Sheepdog,9,7.5,Female
Cachorro,Alaskan Malamute,7,36.5,Female
Cachorro,Poodle,7,30.6,Male
Cachorro,Rottweiler,8,49.0,Male
Cachorro,Bernese Mountain Dog,3,41.9,Female
Cachorro,Siberian Husky,6,26.6,Male
Cachorro,Papillon,5,3.4,Female
Cachorro,Beagle,12,12.2,Male
Cachorro,Jack Russell Terrier,11,7.7,Male
Cachorro,Boxer,12,29.5,Male
Cachorro,Dachshund,11,9.2,Female
Cachorro,Yorkshire Terrier,13,2.8,Male
Cachorro,Border Collie,13,16.5,Male
Cachorro,Pug,1,6.8,Male
Cachorro,Schnauzer,6,17.7,Male
Cachorro,Cavalier King Charles Spaniel,10,5.2,Female
Cachorro,Vizsla,7,26.2,Male
Cachorro,Bloodhound,14,46.0,Male
Cachorro,Lhasa Apso,7,6.8,Female
Cachorro,Beagle,12,10.9,Male
Cachorro,Lhasa Apso,12,7.3,Male
Cachorro,Beagle,9,10.5,Female
Cachorro,German Shepherd,14,22.2,Female
Cachorro,Jack Russell Terrier,11,7.0,Male
Cachorro,German Shepherd,6,23.4,Female
Cachorro,Shetland Sheepdog,3,8.9,Male
Cachorro,Irish Setter,13,28.2,Male
Cachorro,Labrador Retriever,13,31.7,Male
Cachorro,Pomeranian,4,2.9,Male
Cachorro,Weimaraner,8,25.0,Female
Cachorro,Border Collie,10,12.8,Female
Cachorro,Boston Terrier,4,5.4,Female
Cachorro,Boston Terrier,6,7.1,Female
Cachorro,Bull Terrier,11,31.0,Male
Cachorro,Akita,2,51.1,Male
Cachorro,Rottweiler,2,38.6,Female
Cachorro,Irish Setter,1,26.9,Male
Cachorro,Cavalier King Charles Spaniel,5,7.9,Male
Cachorro,Bichon Frise,10,6.3,Male
Cachorro,Weimaraner,14,31.5,Male
Cachorro,Boxer,12,25.7,Female
Cachorro,Yorkshire Terrier,11,3.2,Male
Cachorro,Papillon,13,3.3,Female
Cachorro,Boston Terrier,14,7.4,Female
Cachorro,Havanese,12,4.9,Female
Cachorro,Lhasa Apso,11,6.2,Male
Cachorro,Bull Terrier,4,37.7,Male
Cachorro,Alaskan Malamute,4,35.2,Female
Cachorro,West Highland White Terrier,5,9.0,Male
Cachorro,Shih Tzu,11,6.0,Male
Cachorro,Jack Russell Terrier,4,7.2,Male
Cachorro,Boxer,10,29.2,Female
Cachorro,Bichon Frise,6,6.3,Male
Cachorro,Vizsla,13,26.5,Female
Cachorro,Akita,9,48.1,Male
Cachorro,Beagle,2,12.9,Male
Cachorro,Belgian Malinois,11,35.6,Male
Cachorro,Samoyed,14,21.4,Male
Cachorro,Vizsla,10,26.0,Female
Cachorro,Beagle,4,10.8,Female
Cachorro,Shetland Sheepdog,1,10.8,Male
Cachorro,French Bulldog,7,10.2,Male
Cachorro,Pembroke Welsh Corgi,5,11.4,Female
Cachorro,West Highland White Terrier,8,9.2,Male
Cachorro,Pembroke Welsh Corgi,7,11.2,Female
Cachorro,Pekingese,6,4.6,Male
Cachorro,Chihuahua,7,2.3,Male
Cachorro,Cocker Spaniel,1,14.0,Male
Cachorro,Border Collie,8,15.0,Male
Cachorro,Alaskan Malamute,8,41.3,Male
Cachorro,Pug,14,7.3,Female
Cachorro,Saint Bernard,2,67.4,Male
Cachorro,Papillon,1,2.7,Female
Cachorro,Doberman Pinscher,11,41.2,Male
Cachorro,Pug,14,6.8,Male
Cachorro,Dachshund,12,12.9,Male
Cachorro,Boxer,12,28.1,Female
Cachorro,Saint Bernard,3,68.4,Female
Cachorro,Bernese Mountain Dog,12,36.7,Female
Cachorro,Border Collie,7,18.4,Male
Cachorro,Chinese Shar-Pei,7,22.6,Female
Cachorro,Bichon Frise,5,6.5,Male
Cachorro,Bulldog,4,20.6,Female
Cachorro,Bloodhound,4,44.0,Female
Cachorro,Shetland Sheepdog,6,8.6,Female
Cachorro,Bull Terrier,2,26.9,Female
Cachorro,Rottweiler,1,40.2,Female
Cachorro,Dogo Argentino,12,39.1,Male
Cachorro,Havanese,2,3.5,Female
Cachorro,Airedale Terrier,3,22.6,Male
Cachorro,Bloodhound,6,49.9,Male
Cachorro,Alaskan Malamute,13,35.3,Female
Cachorro,Alaskan Malamute,11,38.8,Female
Cachorro,Pomeranian,5,2.4,Male
Cachorro,Great Dane,10,69.0,Male
Cachorro,Irish Setter,3,29.0,Male
Cachorro,Alaskan Malamute,10,39.0,Male
Cachorro,Beagle,7,13.3,Male
Cachorro,Shih Tzu,5,6.0,Female
Cachorro,Shih Tzu,12,5.8,Female
Cachorro,Doberman Pinscher,2,28.8,Female
Cachorro,Basenji,1,10.0,Female
Cachorro,Cavalier King Charles Spaniel,12,6.3,Male
Cachorro,Bulldog,8,24.6,Male
Cachorro,Miniature Schnauzer,12,6.3,Female
Cachorro,Lhasa Apso,9,6.7,Male
Cachorro,Golden Retriever,3,25.9,Female
Cachorro,Bichon Frise,9,5.0,Female
Cachorro,Yorkshire Terrier,6,2.2,Female
Cachorro,Alaskan Malamute,4,39.3,Female
Cachorro,Australian Shepherd,3,29.9,Male
Cachorro,Chinese Shar-Pei,3,29.8,Male
Cachorro,Havanese,13,4.2,Male
Cachorro,Jack Russell Terrier,7,6.8,Female
Cachorro,Cavalier King Charles Spaniel,9,6.6,Male
Cachorro,Shih Tzu,12,6.2,Male
Cachorro,Great Dane,2,54.4,Female
Cachorro,Irish Setter,5,28.3,Male
Cachorro,Chihuahua,14,2.1,Female
Cachorro,Whippet,14,12.0,Female
Cachorro,Irish Setter,2,26.4,Female
Cachorro,Samoyed,11,26.8,Male
Cachorro,Chesapeake Bay Retriever,4,25.9,Female
Cachorro,Bulldog,8,24.7,Male
Cachorro,Papillon,14,3.2,Female
Cachorro,Dachshund,14,11.3,Female
Cachorro,Papillon,4,4.1,Male
Cachorro,Miniature Schnauzer,1,6.8,Female
Cachorro,Weimaraner,12,37.2,Male
Cachorro,Yorkshire Terrier,8,3.1,Male
Cachorro,Boxer,4,27.8,Female
Cachorro,Irish Setter,1,25.4,Female
Cachorro,Shih Tzu,9,4.2,Female
Cachorro,Siberian Husky,4,24.2,Male
Cachorro,Pekingese,12,3.2,Female
Cachorro,Chihuahua,8,1.7,Female
Cachorro,Basenji,5,9.8,Male
Cachorro,Shih Tzu,2,6.3,Male
Cachorro,Boxer,7,25.7,Female
Cachorro,Irish Setter,13,27.2,Female
Cachorro,Siberian Husky,5,21.7,Female
Cachorro,Vizsla,11,25.3,Female
Cachorro,Pekingese,4,4.9,Male
Cachorro,Samoyed,13,21.0,Female
Cachorro,Pembroke Welsh Corgi,7,11.5,Female
Gato,Russian Blue,19,3.8,Female
Gato,Norwegian Forest,19,6.1,Female
Gato,Chartreux,3,3.5,Female
Gato,Persian,13,5.2,Female
Gato,Ragdoll,10,6.4,Male
Gato,Ocicat,9,5.4,Female
Gato,Ragdoll,6,6.2,Female
Gato,Abyssinian,12,4.0,Male
Gato,Oriental,2,4.6,Male
Gato,Egyptian Mau,12,4.2,Male
Gato,Chartreux,16,6.4,Male
Gato,American Shorthair,13,6.1,Male
Gato,Bengal,16,5.0,Male
Gato,Cornish Rex,13,3.3,Male
Gato,British Shorthair,19,6.0,Female
Gato,Burmese,14,4.6,Male
Gato,Burmese,13,5.8,Male
Gato,Russian Blue,10,5.1,Male
Gato,Singapura,7,2.7,Female
Gato,Maine Coon,5,8.0,Male
Gato,British Shorthair,17,5.8,Female
Gato,Abyssinian,9,4.9,Male
Gato,Cornish Rex,6,3.3,Male
Gato,Turkish Angora,16,3.0,Female
Gato,Burmese,6,3.5,Female
Gato,Himalayan,6,4.8,Male
Gato,Sphynx,18,5.1,Male
Gato,Manx,1,4.8,Male
Gato,Siberian,17,7.6,Male
Gato,Birman,17,3.5,Female
Gato,Oriental,1,2.7,Female
Gato,Balinese,11,3.8,Male
Gato,Egyptian Mau,13,5.7,Male
Gato,Devon Rex,1,4.0,Male
Gato,Egyptian Mau,8,4.8,Male
Gato,Sphynx,6,4.3,Female
Gato,Norwegian Forest,5,4.2,Female
Gato,Norwegian Forest,5,6.6,Male
Gato,Persian,6,4.7,Male
Gato,American Shorthair,13,7.0,Male
Gato,Ragdoll,18,8.1,Male
Gato,Burmese,13,4.2,Female
Gato,Himalayan,7,3.0,Female
Gato,Egyptian Mau,8,4.4,Male
Gato,Exotic Shorthair,17,5.8,Male
Gato,Egyptian Mau,1,3.7,Female
Gato,Egyptian Mau,16,5.9,Male
Gato,Turkish Angora,11,4.6,Male
Gato,Abyssinian,4,3.6,Female
Gato,Persian,4,5.9,Male
Gato,Maine Coon,17,10.9,Male
Gato,Oriental,17,3.2,Female
